name,address,phone,longitude,latitude,place_id,business_status,google_maps_url
Azad Star at Mall of Travancore,"Mall of Travancore, Chacka, Thiruvananthapuram, Kerala 695024, India",+91 97458 97455,76.92630260000001,8.4873975,ChIJGQeYxZW7BTsRnWqVDfyNAto,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJGQeYxZW7BTsRnWqVDfyNAto
Azad Star at Vazhuthacaud,"CV Raman Pillai Rd, opposite Bharat Petrol Pump, Bakery, Vazhuthacaud, Thiruvananthapuram, Kerala 695014, India",+91 97458 97452,76.9583612,8.5007743,ChIJ6xwQJ7S7BTsRTaVv8CwAVSU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ6xwQJ7S7BTsRTaVv8CwAVSU
Azeez Halal Chicken,"695002, Shastri Nagar, Poojapura, Thiruvananthapuram, Kerala 695002, India",+91 471 234 8886,76.9719995,8.4846433,ChIJp7pRR1a6BTsR2mHCMD0EpNI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJp7pRR1a6BTsR2mHCMD0EpNI
"Azeez Restaurant, Poojapura","Poojappura Main Rd, Poojapura, Thiruvananthapuram, Kerala 695012, India",+91 77362 28166,76.97439279999999,8.492731599999999,ChIJm36aalC6BTsRZIFRBfFwbRQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJm36aalC6BTsRZIFRBfFwbRQ
Azhakadal hotel,"10th Stone Bus Stop, SH 2, Kerala 695541, India",,76.99529489999999,8.5875831,ChIJ9w6Fo0q5BTsRFypKByEtMQ0,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJ9w6Fo0q5BTsRFypKByEtMQ0
Azhamkal,"Road, FX8F+M62, 1st St, Karumam, Krishna Nagar, Punchakkari, Thiruvananthapuram, Kerala 695018, India",+91 83300 51474,76.972436,8.466914,ChIJ5YXMAQC7BTsRxbFVpDFYmgQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ5YXMAQC7BTsRxbFVpDFYmgQ
Baawarchi,"Bawarchi, Kinfra Park, Kazhakkoottam, Thiruvananthapuram, Kerala 695585, India",+91 85476 36984,76.8769866,8.5870257,ChIJkcxfhPa_BTsRc2fuAvmqERQ,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJkcxfhPa_BTsRc2fuAvmqERQ
Baawarchi The Royal Chef,"KINFRA Film And Video Park , Sinik School, Dhrishya Building, PO, Ulloorkonam, Thiruvananthapuram, Kerala 695585, India",,76.8782724,8.5805451,ChIJMQiup62_BTsR5yNSMtf5-Ks,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJMQiup62_BTsR5yNSMtf5-Ks
Bab Arabia,"Pattom - Kowdiar Rd, next to SFS Mayfair Appartment, Marappalam, Thiruvananthapuram, Kerala 695004, India",+91 73567 79888,76.9468297,8.520053899999999,ChIJQ_b63iS7BTsRHe9bIHJdoMQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJQ_b63iS7BTsRHe9bIHJdoMQ
Babu Hotel,"GW6H+M4X J. Hall, A, Junction, Kumarapuram, Thiruvananthapuram, Kerala 695011, India",+91 99959 12980,76.9279154,8.511724899999999,ChIJc5CMmKK7BTsRPnF2177u2sA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJc5CMmKK7BTsRPnF2177u2sA
Backstreet Bistro,"Kundamonbhagam, Peyad, Kerala 695573, India",+91 79073 18755,77.0053887,8.509258899999999,ChIJpT3LOAC7BTsR-HYl43_eX2M,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJpT3LOAC7BTsR-HYl43_eX2M
Bait,"Taj Green Cove Resort & Spa G. V. Raja, Road, Vattappara, Kovalam, Thiruvananthapuram, Kerala 695527, India",+91 471 661 3000,76.97348699999999,8.403073000000001,ChIJd-t1JwmlBTsR7AOnkCw2lms,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJd-t1JwmlBTsR7AOnkCw2lms
Bake n Corner - killipalam jn,"Junction, Killipalam, Pazhayasalai, Valiyasalai, Thiruvananthapuram, Kerala 695036, India",+91 99933 38636,76.9571089,8.4821708,ChIJL1NxKsu7BTsRg_D2YDlH8-U,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJL1NxKsu7BTsRg_D2YDlH8-U
BAKED 'N' COOKED,"SNRA 40, Swagath Nagar, Manacaud, Kallattumukku, Thiruvananthapuram, Kerala 695009, India",+91 70128 47606,76.9513802,8.4615976,ChIJhSYLYgG7BTsRhUHz_PDJnN4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJhSYLYgG7BTsRhUHz_PDJnN4
Baker's Arch Garden Cafe,"18/1400-1, Vikramapuram Hill Rd, Kowdiar P.O, Kuravankonam, Thiruvananthapuram, Kerala 695004, India",+91 87146 42900,76.9501258,8.5231929,ChIJPROsmAS7BTsRe5QY7UCdiyU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJPROsmAS7BTsRe5QY7UCdiyU
Bakshanapura,"Muthoot Fincorp, Jagathy Main Road, opposite More Supermarket, Vazhuthacaud, Thiruvananthapuram, Kerala 695014, India",+91 73562 68550,76.9634763,8.494668899999999,ChIJG6Ph7we7BTsR3rghRc-13ug,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJG6Ph7we7BTsR3rghRc-13ug
BALA'S HUB,"near Venganoor Post Office, Vizhinjam, Thiruvananthapuram, Kerala 695523, India",,77.0025167,8.3961851,ChIJIyD228elBTsREri9Rd4tvIU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJIyD228elBTsREri9Rd4tvIU
Balaji Cafe,"Vazhapally Junction, Fort, East Fort, Pazhavangadi, Thiruvananthapuram, Kerala 695023, India",+91 94446 81468,76.9421019,8.4806086,ChIJeSPbxQq7BTsRIWvkMzrHe60,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJeSPbxQq7BTsRIWvkMzrHe60
Balaji Hotel,"92WF+HW9, uchakkada, Vizhinjam, Venganoor, Kerala 695501, India",+91 86064 61887,77.0248561,8.3964082,ChIJ7QHN7TWvBTsRkVPe92PU4-A,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ7QHN7TWvBTsRkVPe92PU4-A
Balan's Kamalam Restaurant,"Kaithamukku Petta Rd, Nalumukku, Kaithamukku, Thiruvananthapuram, Kerala 695023, India",+91 471 247 6841,76.9402377,8.489412399999999,ChIJ0yxjkZi7BTsRe0aGaypU0NQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ0yxjkZi7BTsRe0aGaypU0NQ
Bambi satvik business,"Pazhavadi, Nedumangad, Thiruvananthapuram, Kerala 695541, India",+91 94975 68119,77.004626,8.6080226,ChIJe4ApwV-5BTsRzE3GxCMWJ1w,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJe4ApwV-5BTsRzE3GxCMWJ1w
"Bangalore Juicy and Foods , Kazhakootam","Technopark Phase III Main Rd, Kulathoor, Thiruvananthapuram, Kerala 695583, India",+91 62388 87878,76.877326,8.5488574,ChIJTwmsR_C_BTsRiOqSOAXaxmg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJTwmsR_C_BTsRiOqSOAXaxmg
Banyan Tree Pure Veg Restaurant,"Banyan Tree Samudra, GV Raja Rd, near KTDC Samudra, Kovalam, Thiruvananthapuram, Kerala 695527, India",,76.97293959999999,8.4009135,ChIJ87hQOaqlBTsR-Xxqg6fHPcc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ87hQOaqlBTsR-Xxqg6fHPcc
Barbecue Space,"SPENCER JN, Spencer Junction, Statue, Palayam, Thiruvananthapuram, Kerala 695001, India",+91 95390 65555,76.9489761,8.5003742,ChIJ83HdbZW7BTsRULbZrobuCNQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ83HdbZW7BTsRULbZrobuCNQ
Barbecue Space,"Ed Heights, Salem - Kochi Hwy, Pattom, Thiruvananthapuram, Kerala 695004, India",+91 95395 25555,76.94112059999999,8.521737600000002,ChIJL6BTm4m7BTsRxBlASUhfXvI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJL6BTm4m7BTsRxBlASUhfXvI
Barbecue SPACE Restaurant,"All India Radio Vazhuthacaud, Jagathy NK Achari Rd, DPI, Vazhuthacaud, Thiruvananthapuram, Kerala 695014, India",+91 95392 65555,76.95983300000002,8.499458200000001,ChIJiwOuP7q_BTsRHO8Whc_i1k8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJiwOuP7q_BTsRHO8Whc_i1k8
"Barbeque Nation - Lulu Mall, Thiruvananthapuram","2nd floor, Barbeque Nation Hospitallity Limited, Lulu International Shopping Mall, TC 91, Akkulam Bridge, Anayara Post, Thiruvananthapuram, Kerala 695029, India",+91 80 6405 8006,76.8976919,8.515362099999999,ChIJiWfiida9BTsRPwNqvbhCWXQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJiWfiida9BTsRPwNqvbhCWXQ
Barbeque Space Technovalley,"GVPJ+M5H Technovalley, Kulathoor, Thiruvananthapuram, Kerala 695583, India",+91 95390 68888,76.88119069999999,8.535513,ChIJ4SctdIC_BTsRoVvKJNhmOI0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ4SctdIC_BTsRoVvKJNhmOI0
Barkath HALAL CHICKEN,"FW9H+6J9, BSF Ln, Vidya Gardens, Salafi Nagar, Vallakkadavu, Thiruvananthapuram, Kerala 695008, India",+91 94474 28889,76.9291246,8.4680275,ChIJ0YzshGW7BTsR5F_lqfm7qV0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ0YzshGW7BTsR5F_lqfm7qV0
"Beach & Lake Ayurvedic Resort, Kovalam","Pozhikkara Beach, Pachalloor, Kovalam, Thiruvananthapuram, Kerala 695027, India",+91 99465 44000,76.961383,8.4266913,ChIJVVVVRSalBTsRsFh7YDngHdM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJVVVVRSalBTsRsFh7YDngHdM
Beevi’s noodles hub & Fast food,"C24M+3C3, Vizhinjam - Balaramapuram Rd, Mangalathukonam, Kattachalkuzhi, Kottukal, Kerala 695501, India",,77.033349,8.405014999999999,ChIJD-myKgCvBTsRcAVBaLFQscQ,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJD-myKgCvBTsRcAVBaLFQscQ
Behrouz Biryani Medical college,"Pazhaya Rd First Floor, T.C 6/1367, Bhagavathy Plaza Pongummoodu Medical College, Ulloor, Thiruvananthapuram, Kerala 695011, India",+91 77000 50050,76.9258842,8.5384019,ChIJgQ1cg2u5BTsRZR7mgF0b48o,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJgQ1cg2u5BTsRZR7mgF0b48o
Bell Pepper,"Peroorkada-Kudappanakunnu Rd, Haritha Nagar, Harvipuram Colony, Peroorkada, Thiruvananthapuram, Kerala 695005, India",+91 80785 35011,76.9618222,8.541917699999999,ChIJj_cNeXa5BTsRNoK4h4j0Hu4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJj_cNeXa5BTsRNoK4h4j0Hu4
Besties Halal Chicken Center,"H2F7+VV4, Aruvikkara, Kerala 695564, India",,77.0147104,8.574643199999999,ChIJ6TR1XWG3BTsRPddY7gFR-is,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJ6TR1XWG3BTsRPddY7gFR-is
BETHASTHA FOOD STALL,"G2MG+W77, Peyad-Puliyarakonam Road, Puliyarakonam, Vilappil, Kerala 695573, India",,77.02568269999999,8.5347819,ChIJXfonk063BTsRY5XfqcFdmxM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJXfonk063BTsRY5XfqcFdmxM
Bhagavathi Restaurant,"FX9Q+QCQ, Pappanamcode Malayinkeezhu Rd, Vishnu Nagar, Pappanamcode, Thiruvananthapuram, Kerala 695019, India",+91 81294 76067,76.98862230000002,8.469455900000002,ChIJ02p4PpO6BTsRLuHS4pXCxZg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ02p4PpO6BTsRLuHS4pXCxZg
BHAGYAM FAMILY RESTAURANT,"GW76+8P9, Poonthi Rd, Aakkulam, Thiruvananthapuram, Kerala 695029, India",,76.91184830000002,8.5132854,ChIJkRMoJAC9BTsRZlxH3ay2oAE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJkRMoJAC9BTsRZlxH3ay2oAE
Bhakshanappura,"FXQJ+59Q, Kesari Nagar, Poojapura, Thiruvananthapuram, Kerala 695012, India",,76.9809896,8.487974099999999,ChIJeWyoj_-7BTsRd1SZvFua3sY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJeWyoj_-7BTsRd1SZvFua3sY
Bhandaris,"JX9P+VFG, Venkavila, Kerala 695561, India",,76.9861907,8.619697799999999,ChIJzZNEVQDHBTsRxM09ns03C3M,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJzZNEVQDHBTsRxM09ns03C3M
BHANDARIS KITCHEN,"BHANDARIS KITCHEN PENKAVILA, VEMBAYAM ROAD, Pazhavadi, Thiruvananthapuram, Nedumangad, Kerala 695541, India",+91 90612 88845,77.0023989,8.610950599999999,ChIJj2bT_K65BTsRZ0XT2u_Kp3w,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJj2bT_K65BTsRZ0XT2u_Kp3w
Bhanpur,"FXPM+Q7H, Mudavanmugal, Kesari Nagar, Poojapura, Thiruvananthapuram, Kerala 695012, India",,76.9832283,8.4869358,ChIJYfQhYAC7BTsR0mYVxx-dTNo,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJYfQhYAC7BTsR0mYVxx-dTNo
BHASKARA HOTEL,"Kalliyoor, Kerala 695042, India",,77.0182059,8.4320979,ChIJPYVpi2GvBTsR06z66kEzFLs,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJPYVpi2GvBTsR06z66kEzFLs
Big Belly Momos - Nalanchira,"GWVR+2VJ, Nalanchira, Paruthippara, Thiruvananthapuram, Kerala 695015, India",+91 62827 26887,76.942149,8.5425969,ChIJfWOSSQC5BTsRR7ejj9hBSKE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJfWOSSQC5BTsRR7ejj9hBSKE
Big Belly Momos - Pattoor,"Knanaya Center, Palayam Airport Rd, Ayyankali Nagar, Kunnukuzhy, Thiruvananthapuram, Kerala 695035, India",+91 62827 26887,76.9389625,8.499799099999999,ChIJ0-brfTe7BTsRath8-uV99Y0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ0-brfTe7BTsRath8-uV99Y0
Big Poppa’s Bistro,"TC 99, GVRG+JR3 Devs sakura, 2254-2, Thiruvananthapuram, Kerala 695583, India",+91 80753 51455,76.8770317,8.5417044,ChIJC-rwXAC_BTsR1Qwah66mY7c,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJC-rwXAC_BTsR1Qwah66mY7c
Biji's Food Service,"Vattiyoorkkav Puliyarakkonam Rd, Thiruvananthapuram, Kerala 695013, India",,76.9987633,8.5308983,ChIJgyoXYlm5BTsRu5mnA2SoVjk,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJgyoXYlm5BTsRu5mnA2SoVjk
Bijus Kitchen,"GWPG+RGW, Bhasi Nagar, Ulloor, Thiruvananthapuram, Kerala 695011, India",,76.9263364,8.5370931,ChIJA3ONNQC5BTsRv7ZsQvmyr3g,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJA3ONNQC5BTsRv7ZsQvmyr3g
Billus thattukada,"near, masjid koppam, Valicode, Nedumangad, Kerala 695541, India",,76.993248,8.597727599999999,ChIJLW8FRAC5BTsRC3EYLvH05Es,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJLW8FRAC5BTsRC3EYLvH05Es
BILLY G.O.A.T,"NH66 ,Service Rd, and TSC hospital, between, Technopark Phase III Main Rd, Kulathoor, Kazhakkoottam, Thiruvananthapuram, Kerala 695583, India",+91 81298 25096,76.87755969999999,8.541562299999999,ChIJfy3ZlJe_BTsR0GWEXHD-dVA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJfy3ZlJe_BTsR0GWEXHD-dVA
Bindhu's Delicacy Window,"Jyothis, KG 211, Kalpaka Garden Rd, Kaimanam Vivek Nagar Residential Association, Pappanamcode, Thiruvananthapuram, Kerala 695018, India",+91 94963 76311,76.9763808,8.4678954,ChIJczkYUQC7BTsR0PSYLLiGSYQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJczkYUQC7BTsR0PSYLLiGSYQ
BindhuVijayan,"Koliyacodu, Industrial Estate P.O, Vishnu Nagar, Pappanamcode, Malayinkeezh, Thiruvananthapuram, Kerala 695019, India",+91 98097 02097,76.99250060000001,8.469291199999999,ChIJvUT7Cqe7BTsRRBhaP1SQwRQ,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJvUT7Cqe7BTsRRBhaP1SQwRQ
Binny’s kitchen restaurant,"tc 17, Karthika Nivas, 1919, Mudavanmugal Rd, Kesari Nagar, Poojapura, Thiruvananthapuram, Kerala 695012, India",+91 90612 11178,76.97943830000001,8.4886261,ChIJR3VBNWO7BTsR1-Rcj48-JlU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJR3VBNWO7BTsR1-Rcj48-JlU
Biriyani Capital,"NH66.Near Thaykavu Masjid,Amadi Nagar, Muttampuram, Chavadimukku, Thiuvananthapuram, Sreekaryam, Thiruvananthapuram, Kerala 695017, India",+91 97782 64748,76.9131979,8.5505365,ChIJq02Sllq_BTsRshme5ixOkPs,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJq02Sllq_BTsRshme5ixOkPs
Biriyani Castle,"CVRA 73 VAYALIKADA JUNCTION Kuravankonam - Maruthoor Road, Muttada - Paruthippara Rd, Ambala Nagar Colony, Ambalamukku, Thiruvananthapuram, Kerala 695003, India",+91 77360 31230,76.95385809999999,8.5326562,ChIJ4QMxNFq5BTsRzj_GrvG4ocs,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ4QMxNFq5BTsRzj_GrvG4ocs
Biriyani Counter,"T.C.93/2247, Pettah Jn, Pettah, Thiruvananthapuram, Kerala 695024, India",,76.9293648,8.495184,ChIJuTry-4y7BTsR1oc2qwEI3mE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJuTry-4y7BTsR1oc2qwEI3mE
Biriyani Hut,"1, Pachalloor Punkulam Rd, Thiruvallam, Thiruvananthapuram, Kerala 695027, India",+91 97466 71678,76.95822989999999,8.4405396,ChIJsba7qCy7BTsRO0RO4Xk3XCc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJsba7qCy7BTsRO0RO4Xk3XCc
Biriyani hut,"FWWJ+RX4, Pallimukku, Pettah, Thiruvananthapuram, Kerala 695024, India",,76.93245019999999,8.497011,ChIJLYxJXQC7BTsRFUx9IG0qx8U,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJLYxJXQC7BTsRFUx9IG0qx8U
Biriyani hut,"near Cosmopolitan Hospital, Veerabhadra Gardens, Pottakkuzhi, Thiruvananthapuram, Kerala 695004, India",+91 62825 10038,76.9367415,8.5149217,ChIJV-O3KsW7BTsRsUbJFDHEDiM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJV-O3KsW7BTsRsUbJFDHEDiM
Biriyani Hut,"Nalanda Ln, Pushpa Nagar, Plamoodu Thekkumoodu Residents Association, Plammoodu, Thiruvananthapuram, Kerala 695004, India",+91 90371 61419,76.9460897,8.5137735,ChIJzYqRRcO7BTsRfQD-BVV9Iio,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJzYqRRcO7BTsRfQD-BVV9Iio
Biriyani Hut,"Bypass Junction, Kazhakkoottam, Thiruvananthapuram, Kerala 695582, India",+91 90484 81006,76.8756415,8.5650204,ChIJtxsFMQC_BTsR-jK1LGFGrlk,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJtxsFMQC_BTsR-jK1LGFGrlk
Biriyani Manzil,"Biriyani Manzil, Kattakada Road, opposite Automax Car Showroom, Peyad, Kerala 695573, India",+91 86064 53481,77.0228284,8.5114812,ChIJeyf1KACxBTsRCERk5Kk3iEs,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJeyf1KACxBTsRCERk5Kk3iEs
Biriyanippura,"G265+58Q, Old Kundamankadavu Brg, Thiruvananthapuram, Peyad, Kerala 695573, India",,77.0082884,8.5104176,ChIJz04RTAC7BTsRtitVQ4GNpqA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJz04RTAC7BTsRtitVQ4GNpqA
Bismi Chicken Corner,"GXM7+MH6, SH 2, Devapalan Nagar, Peroorkada, Thiruvananthapuram, Kerala 695005, India",,76.9636489,8.533932499999999,ChIJ51PqcQC5BTsRjvVOsbd4am0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ51PqcQC5BTsRjvVOsbd4am0
Bismi Chicken Shop,"FXPQ+56Q, Mudavanmugal, Kesari Nagar, Poojapura, Thiruvananthapuram, Kerala 695032, India",,76.9894162,8.4857366,ChIJdw3oeQC7BTsRhab0uJcNVHA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJdw3oeQC7BTsRhab0uJcNVHA
Bismi Family Restaurant,"Charummoottil, Thiruvallam, Thiruvananthapuram, Kerala 695027, India",+91 81388 33326,76.9551494,8.4410942,ChIJ_Y5hIS27BTsRvqJh3R4OuAU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ_Y5hIS27BTsRvqJh3R4OuAU
Bismi Family Restaurant,"FX62+C5F, opposite QMart, Kallattumukku, Thiruvananthapuram, Kerala 695009, India",+91 99954 67823,76.95042219999999,8.4610673,ChIJu_yafj27BTsRAArwSk19JrY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJu_yafj27BTsRAArwSk19JrY
BISMI FAST FOOD,"BISMI FAST FOOD, MUSLIM JAMATH, Pothencode - Pallippuram Rd, near ANDURKONAM, Thiruvananthapuram, Andoorkonam, Kerala 695584, India",+91 99950 60607,76.8755825,8.601822700000001,ChIJQaSer_K_BTsRyoSi6Bc7hxg,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJQaSer_K_BTsRyoSi6Bc7hxg
BISMI FRESH FRESH HALAL CHICKEN,"akshaya center and zonel office, JUNCTION, near nettayam, Nettayam, Thiruvananthapuram, Kerala 695013, India",,76.98950359999999,8.5410953,ChIJ8Sf12Gi5BTsRSUlXSHs0XyU,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJ8Sf12Gi5BTsRSUlXSHs0XyU
Bismi Halal chicken,"CXR2+FXX, Edayar Bridge, Edayar, Poonthura, Thiruvananthapuram, Kerala 695026, India",,76.9524948,8.4412316,ChIJT51g52e7BTsRkcQ94bI383A,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJT51g52e7BTsRkcQ94bI383A
"Bismi Halal Chicken,Peyad,Pallimukku","Thirumala Peyad Malayinkeezhu Rd, Peyad, Kerala 695573, India",,77.014836,8.5130532,ChIJx18dk86xBTsREzgL6sBirTY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJx18dk86xBTsREzgL6sBirTY
Bismi Hotel,"Oppossite to police aid post, Vizhinjam - Balaramapuram Rd, Pazhayakadalane, Balaramapuram, Kerala 695501, India",+91 94469 96786,77.04562039999999,8.4249941,ChIJ87ZzmsivBTsRHtaPlBsc9EI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ87ZzmsivBTsRHtaPlBsc9EI
Bismi Hotel,"GV5W+V46, Veli - Perumathura Rd, Madhavapuram Colony, Kochuveli, Thiruvananthapuram, Kerala 695021, India",+91 98470 07154,76.89526939999999,8.5096543,ChIJDzvogD28BTsRctd966BrNzE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJDzvogD28BTsRctd966BrNzE
BISMI HOTEL,"Shop No 1 Bismi Hotel Near Ambalamukku Girls School Peroorkada, Road, Devapalan Nagar, Perorkada, Kowdiar, Thiruvananthapuram, Kerala 695005, India",+91 77362 56365,76.963745,8.5341416,ChIJ02H3Wum5BTsRogWN4jWo85E,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ02H3Wum5BTsRogWN4jWo85E
Bismi Restaurant,"Kuthukallumoodu, FX73+GPM, Konchiravila, Manacaud, Thiruvananthapuram, Kerala 695009, India",+91 98951 49971,76.9543104,8.4638264,ChIJ6ZvXyBm7BTsRviN1jZnw7kI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ6ZvXyBm7BTsRviN1jZnw7kI
Bismi Tea Shop,"S/8485, Park, Priyadarsini Nagar, Vallakkadavu, Road, P. D Nagar, Valiyathura, Thiruvananthapuram, Kerala 695008, India",+91 77366 01918,76.93200949999999,8.4674821,ChIJ50NyWfK7BTsRV0qy7k14TAI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ50NyWfK7BTsRV0qy7k14TAI
BISMI TEA STALL,"SHOP NO1, BISMI TEA STALL, Maruthankuzhi - Kachani Rd, opp. MUTHOOT FIN CORP, Nettayam, Thiruvananthapuram, Kerala 695013, India",+91 86060 46254,76.9973025,8.5460214,ChIJI3vGDL65BTsRTI1RzAqMbbc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJI3vGDL65BTsRTI1RzAqMbbc
Bismillah Family Restaurant,"TC 79, 2144, vallakadavu, rd, Attakulangara - Enchakkal Rd, Subhash Nagar, Thiruvananthapuram, Kerala 695008, India",+91 90741 33596,76.9339935,8.479707399999999,ChIJXaGJXna7BTsRjbn2zsjAf8g,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJXaGJXna7BTsRjbn2zsjAf8g
Bismillah Halal Chicken &Bis Mart Grocery shop,"Pullannivila Karyavattom,Thundathil P O. Pin- 695581, Thiruvananthapuram, Kerala 695581, India",+91 80863 88219,76.893996,8.576845,ChIJfUueGRi_BTsRe-nfIyzy7nc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJfUueGRi_BTsRe-nfIyzy7nc
BISMILLAH THATTUKADA - VIZHIJAM STYLE FOOD,"NH Bypass Service Rd, Paravankunnu, Thiruvananthapuram, Kerala 695009, Paravankunnu, Thiruvananthapuram, Kerala 695026, India",,76.945404,8.454768399999999,ChIJjyiJsz67BTsRdSihASVIbWU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJjyiJsz67BTsRdSihASVIbWU
Biverah Hotel & Suites,"P O, Medical College, Pattom Kumarapuram Rd, Kumarapuram, Thiruvananthapuram, Kerala 695011, India",+91 471 421 1111,76.9295781,8.5137729,ChIJs5ViA_C7BTsRJkZg55Kqd-Q,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJs5ViA_C7BTsRJkZg55Kqd-Q
Black Pepper,"Mukkola, Nettayam, Thiruvananthapuram, Kerala 695013, India",+91 96569 60986,76.986801,8.5470164,ChIJgxYJF325BTsRvIe3eGcLVDw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJgxYJF325BTsRvIe3eGcLVDw
