name,address,phone,longitude,latitude,place_id,business_status,google_maps_url,source
Chaappi Restaurant,"Chenkottukonam, Thiruvananthapuram, Kerala 695587, India",+91 90482 74295,76.9048348,8.5800764,ChIJ4VutYQC_BTsR9BWpPdYyaXE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ4VutYQC_BTsR9BWpPdYyaXE,restaurants.csv
Chaitanya a/c restaurant,"FWV4+7F9, Kannanthura, Thiruvananthapuram, Kerala 695007, India",,76.90622069999999,8.493165399999999,ChIJdaIPy_u9BTsR4rwbG2Sn0E0,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJdaIPy_u9BTsR4rwbG2Sn0E0,restaurants.csv
CHANDHU RESTAURANT,"J234+56J, Kulavikonam, Nedumangad, Kerala 695541, India",,77.0055205,8.6029663,ChIJYRXkhCa5BTsRndK86sNHnGw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJYRXkhCa5BTsRndK86sNHnGw,restaurants.csv
Chandra Hotel,"GX2R+MGP, Thirumala Junction, Nareencheril, Thiruvananthapuram, Kerala 695006, India",+91 94471 11083,76.99132329999999,8.5017248,ChIJr_MvvGu6BTsReFC6_8oiuy8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJr_MvvGu6BTsReFC6_8oiuy8,restaurants.csv
Changathees restaurant,"FX7R+J88, Karakkamandapam, Nemom, Kerala 695020, India",+91 94964 07000,76.9908126,8.4640463,ChIJT8XxE0W7BTsR-Rv2nTrBJDU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJT8XxE0W7BTsR-Rv2nTrBJDU,restaurants.csv
Changathi Family Hotel,"F2QP+3VR, Malayinkeezh, Kerala 695571, India",+91 98479 49895,77.0371316,8.4877325,ChIJp9e7r_WwBTsRBouBC2nOlcY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJp9e7r_WwBTsRBouBC2nOlcY,restaurants.csv
Chembil Biriyani,"HW5V+QCW, Mannanthala Junction, Mannanthala, Thiruvananthapuram, Kerala 695015, India",,76.9435783,8.5594928,ChIJ9-YxZQC5BTsR0LP41TX_2Ik,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ9-YxZQC5BTsR0LP41TX_2Ik,restaurants.csv
Chennai Royal Biriyani,"near Law College Junction, opposite of Cordial Flat, Thekkumood, Barton Hill Colony, Kunnukuzhy, Thiruvananthapuram, Kerala 695035, India",+91 85904 07731,76.9439038,8.5096154,ChIJB1jZw3q7BTsRyMemU_NXrQ4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJB1jZw3q7BTsRyMemU_NXrQ4,restaurants.csv
CHIKKUZ RESTAURANT,"Kulangara sreekrishnaswamy temple road, Kazhakuttam, Kazhakkoottam, Thiruvananthapuram, Kerala 695582, India",,76.8744851,8.565801,ChIJUSul6cS_BTsRJxdjE84yaSM,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJUSul6cS_BTsRJxdjE84yaSM,restaurants.csv
Chilly's Kuzhimanthi Restaurant,"Chilly's Kuzhimanthi Restaurant, Ambalathinkara, Kazhakkoottam, Thiruvananthapuram, Kerala 695582, India",+91 77360 42969,76.8818601,8.564605799999999,ChIJGfVChX6_BTsRHGLK_phm8VI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJGfVChX6_BTsRHGLK_phm8VI,restaurants.csv
Chinnu Fast Food,"Kadakileth House, SAGARA, 176, Madathunada-Pathirippally Road, Chenkallur, Thiruvananthapuram, Kerala 695043, India",+91 95621 40550,76.95235129999999,8.548490500000002,ChIJwTwNKBu5BTsRvzkAilpo_hU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJwTwNKBu5BTsRvzkAilpo_hU,restaurants.csv
Chinnu Hotel,"GWMX+VV3, Paruthippara Ambalamukku Rd, Muttada, Nalanchira, Paruthippara, Thiruvananthapuram, Kerala 695025, India",+91 471 254 4950,76.9496699,8.5346419,ChIJVZ7LpmW5BTsRzxPXFTbd7fk,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJVZ7LpmW5BTsRzxPXFTbd7fk,restaurants.csv
Chithra cafe,"XI/27, Pallichal - Vizhinjam Rd, Thiruvananthapuram, Pallichal, Kerala 695020, India",+91 81295 28684,77.0181051,8.4413301,ChIJZdsjEACvBTsRpR7gYOMnjO4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJZdsjEACvBTsRpR7gYOMnjO4,restaurants.csv
Chithra hotel,"HXV3+9JW, Vattappara Valikode Rd, Vattappara, Kerala 695028, India",,76.9541452,8.5934528,ChIJffvtOAC5BTsRlXtynsFK4gk,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJffvtOAC5BTsRlXtynsFK4gk,restaurants.csv
Choice Fast Food,"Kalung Bus Stop, Kalung, Nettayam, Thiruvananthapuram, Kerala 695013, India",+91 95677 76076,76.992537,8.54162,ChIJw_X4CBK5BTsRT2kriXhXgDM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJw_X4CBK5BTsRT2kriXhXgDM,restaurants.csv
Choice restaurant,"GXHR+J22, Mannarakonam, Maruthankuzhi, Thiruvananthapuram, Kerala 695013, India",+91 93888 83010,76.9900241,8.5290118,ChIJjVPWB_W5BTsRWCDpuJMhCFw,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJjVPWB_W5BTsRWCDpuJMhCFw,restaurants.csv
City Palace Restaurant,"GX4V+6J7, Thirumala Peyad Malayinkeezhu Rd, Thirumala, Thiruvananthapuram, Kerala 695006, India",,76.9940453,8.505547199999999,ChIJszI_TRO6BTsRfsAYhTVHdUw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJszI_TRO6BTsRfsAYhTVHdUw,restaurants.csv
Claypot Restaurant,"FXX8+27H, Kochar Rd, Jagathy, Thiruvananthapuram, Kerala 695014, India",,76.9656523,8.4975879,ChIJRy_Kf6S7BTsR07pM55oo1QY,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJRy_Kf6S7BTsR07pM55oo1QY,restaurants.csv
Coastal kitchen,"FWH6+MV9 shangumuham beach, Vallakkadavu, Thiruvananthapuram, Kerala 695008, India",+91 94470 70799,76.9119061,8.4784498,ChIJWaqmIAC9BTsR9k_ibS54EtI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJWaqmIAC9BTsR9k_ibS54EtI,restaurants.csv
Coonz cafe,"CHITHRANJALI STUDIO, Karinkadamugal, Thiruvananthapuram, Kerala 695027, India",+91 97470 14555,76.9623726,8.4422547,ChIJKXMa8EC7BTsRiWJvHXF2rww,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJKXMa8EC7BTsRiWJvHXF2rww,restaurants.csv
Coral Reef Restaurant,"Beach Rd, junction, Kovalam Rd, Vizhinjam, Thiruvananthapuram, Kerala 695527, India",+91 98470 87155,76.9820763,8.3983785,ChIJQ2jdI3alBTsRAzRY0AtPplM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJQ2jdI3alBTsRAzRY0AtPplM,restaurants.csv
Corner Fast Food,"Church Rd, near SBI Kunjalumoodu, Kunjalumoodu, Shastri Nagar, Poojapura, Thiruvananthapuram, Kerala 695012, India",+91 94476 51323,76.9724102,8.487044,ChIJLb8D5la6BTsRqrlSYWIhK9E,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJLb8D5la6BTsRqrlSYWIhK9E,restaurants.csv
Crave Multi Cuisine Restaurant,"Lakshmi's Arcade, opposite Pareeksha Bhavan, Shastri Nagar, Poojapura, Thiruvananthapuram, Kerala 695012, India",,76.9727328,8.488887100000001,ChIJGbNT-sa7BTsRKKs8qlreZhE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJGbNT-sa7BTsRKKs8qlreZhE,restaurants.csv
Crescent Hotel,"Thiruvananthapuram - Thenmala Rd, Winners Nagar, Peroorkada, Thiruvananthapuram, Kerala 695005, India",+91 99950 82499,76.970957,8.542630599999999,ChIJhfHdQ365BTsRTxgZ_-do9tw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJhfHdQ365BTsRTxgZ_-do9tw,restaurants.csv
Curry in GM Homemade Kitchen,"FX49+9W2, Maruthoorkadavu, Thiruvananthapuram, Kerala 695002, India",,76.9697156,8.4558305,ChIJAZZsdgC7BTsR9OQOKr3YV2k,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJAZZsdgC7BTsR9OQOKr3YV2k,restaurants.csv
Curry Leaf Restaurant,"Kovalam Near Leela Hotel, Thiruvananthapuram, Kerala 695527, India",+91 97463 16102,76.97360909999999,8.398335099999999,ChIJq8hBmgelBTsR5cJG5GI-qqc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJq8hBmgelBTsR5cJG5GI-qqc,restaurants.csv
DAD FOOD FACTORY,"Tc 33, 2394/ 2, Mukkola, mukolakkal, Nettayam, Thiruvananthapuram, Kerala 695043, India",,76.9855717,8.546718,ChIJP3eojuC5BTsR8_eq5C0BtfU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJP3eojuC5BTsR8_eq5C0BtfU,restaurants.csv
Daisy's kitchen,"GX73+FCJ, Nalanda Ln, Nanthancodu, Thiruvananthapuram, Kerala 695003, India",,76.953514,8.513707,ChIJOZIUvW-7BTsRlWa17Iw0v5U,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJOZIUvW-7BTsRlWa17Iw0v5U,hotels.csv (food business)
Dama Cafe Trivandrum (Cloud Kitchen - No dine in),"Chandrakala, Judges Paradise Ln, P.O, Kaimanam, Pappanamcode, Thiruvananthapuram, Kerala 695040, India",+91 88487 79395,76.97580769999999,8.471719799999999,ChIJZ31lpzi7BTsRGNEpb1WbK3E,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJZ31lpzi7BTsRGNEpb1WbK3E,restaurants.csv
DANI'S KITCHEN PAPPANAMCODE,"Thulavila, Pappanamcode, Thiruvananthapuram, Kerala 695018, India",,76.97693509999999,8.4705684,ChIJPTcFi7a7BTsRQMGugLNYK8M,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJPTcFi7a7BTsRQMGugLNYK8M,hotels.csv (food business)
DARBAR KITCHEN,"juma masjid, SM Lock Rd, near Puthenpalli, Puthanpally, Poonthura, Thiruvananthapuram, Kerala 695026, India",+91 72930 36364,76.94747219999999,8.4482795,ChIJm2PzhPW7BTsRABFkQtSfyA4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJm2PzhPW7BTsRABFkQtSfyA4,restaurants.csv
Dark Knight Family Restaurant,"Valiya, Veli, Thiruvananthapuram, Kerala 695021, India",+91 94477 27848,76.8833075,8.5126888,ChIJJbKuOHe9BTsRpKoC2JBLsyo,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJJbKuOHe9BTsRpKoC2JBLsyo,restaurants.csv
DAYAN HOTEL,"Kollamkavu, Nedumangad, Kerala 695561, India",,76.9976136,8.6189688,ChIJjQv1tvDHBTsRsYQyp5D-qvo,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJjQv1tvDHBTsRsYQyp5D-qvo,restaurants.csv
De Grill Station Pothencode,"near MT CINEPLEX, Pothencode Junction, Pothencode, Kerala 695584, India",+91 97784 66913,76.89858009999999,8.6181947,ChIJ71wSdVPBBTsR2duFrRJRIhs,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJ71wSdVPBBTsR2duFrRJRIhs,restaurants.csv
Debbey's Home Kitchen,"F2G8+QF3, Malayam, Kerala 695571, India",,77.0159955,8.475757699999999,ChIJITNNAQCxBTsRK2STRbvO88w,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJITNNAQCxBTsRK2STRbvO88w,restaurants.csv
Devi Fast Food,"9XXJ+MQ5, Kovalam, Thiruvananthapuram, Kerala 695527, India",+91 93497 77899,76.9819741,8.3991252,ChIJg4X4GAqlBTsRj7UDbC8xr2w,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJg4X4GAqlBTsRj7UDbC8xr2w,restaurants.csv
Devi Hotel,"Salem - Kochi, FXCJ+96G, Panvel - Kochi - Kanyakumari Hwy, Kaimanam, Pappanamcode, Thiruvananthapuram, Kerala 695018, India",+91 471 249 2450,76.98058329999999,8.470949599999999,ChIJ____T-66BTsRU-qlQUxc2Do,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ____T-66BTsRU-qlQUxc2Do,restaurants.csv
Devi Hotel,"FX87+R78, Thaliyil Kalady Kulathara Maruthoorkadavu Rd, Kalady, Soman Nagar, Thiruvananthapuram, Kerala 695002, India",,76.96319319999999,8.4670355,ChIJ0fDH4R27BTsRyFIwE5DQsEo,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJ0fDH4R27BTsRyFIwE5DQsEo,restaurants.csv
Devi hotel,"9XXJ+MPW, Vizhinjam, Kovalam, Thiruvananthapuram, Kerala 695527, India",,76.98184359999999,8.3992464,ChIJG4blYAClBTsRV5NRcHjmM68,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJG4blYAClBTsRV5NRcHjmM68,restaurants.csv
Devu hotel,"CXJ9+HVG, Sivasoorya Rd, Thiruvananthapuram, Kerala 695027, India",,76.9696934,8.4314333,ChIJBXdWNwClBTsR8_VGn26CHoY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJBXdWNwClBTsR8_VGn26CHoY,restaurants.csv
Deyvee Restaurant,"Nalumukku-Kaithamukku Rd, Nalumukku, Kaithamukku, Thiruvananthapuram, Kerala 695008, India",+91 94976 89245,76.9398405,8.4884766,ChIJ8_mGuJi7BTsRK02DFinBd3Y,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ8_mGuJi7BTsRK02DFinBd3Y,restaurants.csv
DHANYA HOTEL,"Muttathara, Thiruvananthapuram, Kerala 695008, India",+91 62827 31727,76.9399827,8.4631489,ChIJ8yjGtBS7BTsRkzPSbzDIQHM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ8yjGtBS7BTsRkzPSbzDIQHM,restaurants.csv
Dhe Ruchi Idam Hotel,"C226+PQW, Vizhinjam, Venganoor, Kerala 695523, India",,77.0119064,8.4018924,ChIJy0POGgCvBTsRS0knC4OqUJ8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJy0POGgCvBTsRS0knC4OqUJ8,restaurants.csv
Dildar Arabic Restaurant,"JV6W+VHW, Sreekariyam - Pothencode Rd, Pothencode, Kerala 695584, India",+91 96336 83976,76.8964622,8.6122359,ChIJ-ZzZQPfBBTsRhiDfKr0QZRM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ-ZzZQPfBBTsRhiDfKr0QZRM,restaurants.csv
Dindigul Thalappakatti Restaurant,"91, LuLu Mall, 270, Akkulam Bridge, Anayara Post, Thiruvananthapuram, Kerala 695029, India",+91 78239 00094,76.8976919,8.515362099999999,ChIJ-wXnJT69BTsRDkz2jAIKd3o,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ-wXnJT69BTsRDkz2jAIKd3o,restaurants.csv
DINKU HOMELY FOOD,"Moni bhavan, Ara82, shivaji nagar, po, Kulathoor, arasumoodu, Thiruvananthapuram, Kerala 695583, India",+91 82816 52341,76.88800180000001,8.5450774,ChIJ3xtt3VG_BTsRzTu05iqNK4c,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ3xtt3VG_BTsRzTu05iqNK4c,restaurants.csv
DN Homely Cafe,"HWFG+6CP, Powdikonam, Uliyazhathura, Thiruvananthapuram, Kerala 695588, India",,76.9260765,8.573079,ChIJz2jafgC5BTsRX45IP39xmFE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJz2jafgC5BTsRX45IP39xmFE,restaurants.csv
Dosa Corner,"GXX6+V9M, Kudappanakunnu, Chenkallur, Thiruvananthapuram, Kerala 695043, India",,76.96092329999999,8.5497122,ChIJ552-08m5BTsRkYTyrYAHFLw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ552-08m5BTsRkYTyrYAHFLw,restaurants.csv
Dosa Kada,"Oppt, SFS Church, Manjadimoodu, Vattiyoorkavu, Thiruvananthapuram, Kerala 695013, India",+91 80750 50774,76.9852071,8.523625,ChIJ4WlZc167BTsRBdlOxIoX3XQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ4WlZc167BTsRBdlOxIoX3XQ,restaurants.csv
DRONA FAST FOOD,"Thrikkannapuram, Pappanamcode, Thiruvananthapuram, Kerala 695019, India",+91 94463 40267,77.00066869999999,8.4715837,ChIJWRWBuUC7BTsRsRKQGF1gs58,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJWRWBuUC7BTsRsRKQGF1gs58,restaurants.csv
"DUDE'S CAFE "" CHENNAI BIRIYANI","FW8P+X8V, Vishnu Vihar, Muttathara, Thiruvananthapuram, Kerala 695008, India",,76.9358082,8.467483099999999,ChIJc0L1XgC7BTsR4KWdhXzQ73U,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJc0L1XgC7BTsR4KWdhXzQ73U,restaurants.csv
Dum and Dine Biriyani - karamana (Trivandrum),"near karamana market, Karamana Junction, Karamana, Thiruvananthapuram, Kerala 695002, India",+91 97466 56112,76.9672763,8.482101,ChIJb7BeslC7BTsRuOXwXuuOdB4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJb7BeslC7BTsRuOXwXuuOdB4,restaurants.csv
Eat & Drink Restaurant,"Eat and drink, NH Bypass Service Rd, near Masjid, Puthanpally, Poonthura, Thiruvananthapuram, Kerala 695026, India",+91 92079 92339,76.9485316,8.448532199999999,ChIJWUpwKAC7BTsRVylKmv2ib3k,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJWUpwKAC7BTsRVylKmv2ib3k,restaurants.csv
Eden Cafe,"Eden Cafe, Zion Tower, PO, opposite Prathyasha Flat Cheriyathura, Vallakkadavu, Thiruvananthapuram, Kerala 695008, India",+91 88480 36618,76.9334555,8.4607748,ChIJFTtGxnK7BTsRzGF0pyuaT8I,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJFTtGxnK7BTsRzGF0pyuaT8I,restaurants.csv
"Eggs & co. The juice,shake,Ice cream corner","Ground Floor, Ayyathuna Building, opp. New mobile showroom, Karamana Junction, Karamana, Thiruvananthapuram, Kerala 695002, India",+91 97463 28888,76.9679905,8.481869399999999,ChIJEYbREv-6BTsRhKi_-CQMRrQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJEYbREv-6BTsRhKi_-CQMRrQ,restaurants.csv
ELAF RESTAURANT,"Technopark Trivandrum, Service Rd, Technopark Campus, Phase 1, Thiruvananthapuram, Kerala 695583, India",+91 99951 81855,76.877051,8.552717,ChIJIZ8MbwC_BTsRvwSlKH4wHP4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJIZ8MbwC_BTsRvwSlKH4wHP4,restaurants.csv
Elite Hotel,"C26Q+PG5, Kottukal, Kerala 695123, India",,77.0388521,8.4117652,ChIJYR0aoryvBTsRtRLCEHEjhP0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJYR0aoryvBTsRtRLCEHEjhP0,restaurants.csv
ELITE KITCHEN,"Elite Kitchen, 67/1327, Ambalathara, Thiruvananthapuram, Kerala 695026, India",+91 62823 48484,76.9504767,8.4551129,ChIJUZFmc8C7BTsRcNGeYgGOYQg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJUZFmc8C7BTsRcNGeYgGOYQg,restaurants.csv
Elysian Kitchen,"NCC Nagar, Durga Nagar, Peroorkada, Thiruvananthapuram, Kerala 695005, India",+91 90378 01004,76.9621535,8.5399035,ChIJES0MWQC5BTsR0tUbYedUsoU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJES0MWQC5BTsR0tUbYedUsoU,restaurants.csv
EMAAR KITCHEN,"9XXJ+GRC, Vizhinjam, Kovalam, Thiruvananthapuram, Kerala 695527, India",+91 95449 50003,76.9821904,8.399068999999999,ChIJdUILAXWlBTsRPPP6nlZrPog,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJdUILAXWlBTsRPPP6nlZrPog,restaurants.csv
ENTE PEERUMETTILE CHAYA MRA BAKERY,"Peyad, Thiruvananthapuram, Kerala 695573, India",,77.0196287,8.5146693,ChIJCdH3H62xBTsR-U7ShnZIRLE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJCdH3H62xBTsR-U7ShnZIRLE,restaurants.csv
Esca Restaurant,"junction, Kalliyoor, Kerala 695042, India",+91 89214 03450,77.01692010000001,8.4323772,ChIJAwey48SvBTsRwumTeWrWPU8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJAwey48SvBTsRwumTeWrWPU8,restaurants.csv
Family Bakers & Restaurant,"G266+H8P, Pallimukku, Peyad, Kerala 695573, India",+91 80750 89825,77.01064339999999,8.511463299999999,ChIJ4cZ7mpSxBTsRuZB4BBrObKk,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ4cZ7mpSxBTsRuZB4BBrObKk,restaurants.csv
Family castle Hotel and Restaurant,"North, railway station, Kochuveli, Thiruvananthapuram, Kerala 695021, India",+91 94464 45171,76.89861560000001,8.5089018,ChIJew8kw9-9BTsR1qpthMPKi6E,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJew8kw9-9BTsR1qpthMPKi6E,hotels.csv (food business)
Farm Fresh Restaurant By The Byke Hotels,"Samudra Beach, VP 1, GV Raja Rd, Kovalam, Thiruvananthapuram, Kerala 695527, India",+91 89289 36102,76.972726,8.401698999999999,ChIJUTGIv1elBTsRBv2awvI2oKE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJUTGIv1elBTsRBv2awvI2oKE,restaurants.csv
Farsana Fast Food,"Palayam Airport Rd, Vallakkadavu, Thiruvananthapuram, Kerala 695007, India",+91 80897 85855,76.9225912,8.4740513,ChIJeQu04US7BTsRvnt7yN1Oy0o,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJeQu04US7BTsRvnt7yN1Oy0o,restaurants.csv
Fast Food,"Pathapur Pathapur, Karimanal, Kulathoor, Cuttack, Thiruvananthapuram, Odisha 754008, India",+91 70647 71024,76.8884899,8.524625,ChIJz9XoPIu_BTsRUP_IpgyUr4M,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJz9XoPIu_BTsRUP_IpgyUr4M,restaurants.csv
Fathima Fast Food,"Airport Rd, Chithra Nagar, Vallakkadavu, Thiruvananthapuram, Kerala 695008, India",+91 98473 06166,76.9231152,8.473927399999999,ChIJP6tixc67BTsRiA9524pToHg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJP6tixc67BTsRiA9524pToHg,restaurants.csv
Fathima fast food tharatta road kallara,"J29F+FCF, Tharatta Rd, Nedumangad, Kerala 695541, India",+91 62822 71138,77.0235557,8.6186964,ChIJHcJnCgDJBTsR7j61haYkVnw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJHcJnCgDJBTsR7j61haYkVnw,hotels.csv (food business)
Fizza Family Restaurant,"Poonkavanam, near ISRO, Pazhavadi, Nedumangad, Kerala 695541, India",+91 95443 32301,77.004626,8.6080226,ChIJlUS8RX25BTsRgFvQd1MsRoY,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJlUS8RX25BTsRgFvQd1MsRoY,restaurants.csv
Flora Family Restaurant,"9XXJ+PQ6, Kovalam Junction, Kovalam, Thiruvananthapuram, Kerala 695527, India",+91 471 248 2972,76.9818792,8.399283,ChIJ5UsqIAqlBTsRX_XFExHx3m4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ5UsqIAqlBTsRX_XFExHx3m4,restaurants.csv
Food Bee,"z, 10, Nedumangad, Kerala 695541, India",,76.995744,8.586880899999999,ChIJDfz9QwC5BTsRg8QmyhpDblE,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJDfz9QwC5BTsRg8QmyhpDblE,restaurants.csv
Food Factory,"Edathara Rd, P.O, Chenkottukonam, Thiruvananthapuram, Kerala 695587, India",+91 97477 12266,76.9024743,8.581818499999999,ChIJjVjd4KC_BTsRi5tMQR08v4U,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJjVjd4KC_BTsRi5tMQR08v4U,restaurants.csv
Food in style,"NGO Quarters Junction, Museum - Nanthencode Rd, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033, India",+91 99473 22280,76.9563743,8.507273399999999,ChIJLaTOBcm7BTsRvVuHrvntD4Y,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJLaTOBcm7BTsRvVuHrvntD4Y,restaurants.csv
Food on Wheels,"GX26+MHM, Thiruvananthapuram - Neyyar Dam Rd, Vazhuthacaud, Thiruvananthapuram, Kerala 695010, India",+91 94957 35292,76.961503,8.501718,ChIJn09Nk3q7BTsREwqdzI5g9gY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJn09Nk3q7BTsREwqdzI5g9gY,restaurants.csv
FOOD TEXT,"TC 29, 4294(3, Bakery Jct Rd, Oottukuzhy, Palayam, Thiruvananthapuram, Kerala 695001, India",+91 96451 51947,76.9538513,8.4999033,ChIJZ5hP0v-7BTsRbyJMk-xak5I,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJZ5hP0v-7BTsRbyJMk-xak5I,restaurants.csv
Food Times Restaurant & Bakery,"near St' Thomas Church Valia, Veli, Thiruvananthapuram, Kerala 695021, India",,76.8847947,8.5128826,ChIJrX4GSyW8BTsRSOvCkxngiko,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJrX4GSyW8BTsRSOvCkxngiko,restaurants.csv
Food venture,"HV6W+3JF, P.O, Pangappara, Thiruvananthapuram, Kerala 695581, India",+91 82101 29058,76.89653960000001,8.560176499999999,ChIJf4umMQC_BTsRjaD3vfoNxyM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJf4umMQC_BTsRjaD3vfoNxyM,restaurants.csv
Foodcourt cafe deccenuim,"Pms dentel college, Thiruvananthapuram, Vattappara, Kerala 695028, India",+91 97462 59003,76.95851789999999,8.5956691,ChIJP65nZeK5BTsR949MMNTX53w,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJP65nZeK5BTsR949MMNTX53w,restaurants.csv
FOODIE CHEF RESTAURANT,"uchakkada, Vizhinjam, Venganoor, Kerala 695501, India",,77.0238893,8.3953176,ChIJl-KyF3evBTsR8OX4-HWj2NI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJl-KyF3evBTsR8OX4-HWj2NI,restaurants.csv
Fork and Spoon Live Kitchen,"GX5C+JCG, Sankar Rd, Sasthamangalam, Thiruvananthapuram, Kerala 695010, India",,76.97107199999999,8.509063099999999,ChIJFfEhdLq7BTsRmKbRFno_w4I,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJFfEhdLq7BTsRmKbRFno_w4I,restaurants.csv
Fresco café,"Juma Masjid, Pallimukku, Peyad, Kerala 695573, India",+91 89436 20790,77.0133534,8.512358200000001,ChIJ7SZfTc6xBTsRV7q0SPHf5yE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ7SZfTc6xBTsRV7q0SPHf5yE,restaurants.csv
